name,region,min_price_억,mid_price_억,max_price_억,area_label,updated_at,source_note,price_source,transaction_count,latest_deal_date,source_url
성수1차대우아파트,성동구,7.4,7.7,8.0,전용 59~59㎡,2026-06-12,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-06-12,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
건영,성동구,9.3,9.6,9.9,전용 60~60㎡,2026-04-04,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-04-04,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
대광,성북구,2.0,2.2,2.2,전용 52~55㎡,2026-05-18,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-05-18,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
"산장아파트가동,나동",성북구,3.1,3.49,3.62,전용 53~53㎡,2026-07-03,국토부 실거래 8건 · 10~90백분위,molit_csv,8,2026-07-03,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
정릉중앙하이츠아파트,성북구,3.5,4.05,4.23,전용 59~59㎡,2026-07-07,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-07-07,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
우방,성북구,4.17,4.3,4.67,전용 60~60㎡,2026-06-13,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-06-13,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
아남,성북구,5.35,5.35,5.7,전용 60~60㎡,2026-07-02,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-07-02,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
대우,성북구,5.2,5.45,5.7,전용 60~60㎡,2026-06-03,국토부 실거래 9건 · 10~90백분위,molit_csv,9,2026-06-03,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
정릉성원상떼빌,성북구,5.38,5.48,5.55,전용 60~60㎡,2026-06-08,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-06-08,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
우방아파트,성북구,5.6,5.66,5.8,전용 60~60㎡,2026-06-09,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-06-09,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
정릉풍림아이원,성북구,5.4,5.85,6.25,전용 60~60㎡,2026-07-04,국토부 실거래 49건 · 10~90백분위,molit_csv,49,2026-07-04,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
쌍용2,성북구,5.6,5.9,6.0,전용 60~60㎡,2026-05-26,국토부 실거래 9건 · 10~90백분위,molit_csv,9,2026-05-26,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
돈암동 풍림아파트 101~105동,성북구,5.45,6.0,6.3,전용 60~60㎡,2026-02-21,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-02-21,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
베로니스,성북구,5.95,6.0,6.2,전용 53~53㎡,2026-04-20,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-04-20,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
정릉스카이쌍용아파트,성북구,5.3,6.2,6.35,전용 60~60㎡,2026-05-21,국토부 실거래 9건 · 10~90백분위,molit_csv,9,2026-05-21,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
중앙하이츠,성북구,5.75,6.22,6.42,전용 60~60㎡,2026-06-13,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-06-13,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
종암선경,성북구,5.33,6.24,7.3,전용 59~59㎡,2026-06-30,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-06-30,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
길음뉴타운데시앙,성북구,6.1,6.25,6.3,전용 59~59㎡,2026-05-15,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-05-15,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
중앙하이츠빌1단지,성북구,5.9,6.3,6.5,전용 60~60㎡,2026-06-17,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-06-17,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
정릉푸른마을동아,성북구,6.3,6.4,6.8,전용 59~60㎡,2026-07-01,국토부 실거래 8건 · 10~90백분위,molit_csv,8,2026-07-01,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
중앙하이츠빌2단지,성북구,6.25,6.5,7.15,전용 60~60㎡,2026-06-26,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-06-26,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
극동,성북구,4.7,6.75,7.0,전용 60~60㎡,2026-06-12,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-06-12,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
송산아파트,성북구,6.2,6.8,7.05,전용 59~59㎡,2026-07-03,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-07-03,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
정릉e-편한세상,성북구,6.78,6.96,7.18,전용 60~60㎡,2026-07-07,국토부 실거래 10건 · 10~90백분위,molit_csv,10,2026-07-07,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
돈암현대아파트,성북구,7.0,7.0,7.25,전용 56~57㎡,2026-05-20,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-05-20,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
길음뉴타운경남아너스빌,성북구,6.0,7.01,7.6,전용 50~60㎡,2026-05-02,국토부 실거래 14건 · 10~90백분위,molit_csv,14,2026-05-02,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
코오롱,성북구,6.5,7.15,7.6,전용 60~60㎡,2026-06-26,국토부 실거래 10건 · 10~90백분위,molit_csv,10,2026-06-26,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
삼부컨비니언,성북구,6.7,7.3,7.6,전용 60~60㎡,2026-05-23,국토부 실거래 17건 · 10~90백분위,molit_csv,17,2026-05-23,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
정릉힐스테이트3차,성북구,7.28,7.3,7.4,전용 60~60㎡,2026-06-25,국토부 실거래 9건 · 10~90백분위,molit_csv,9,2026-06-25,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
정릉푸르지오,성북구,7.2,7.39,7.62,전용 60~60㎡,2026-05-07,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-05-07,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
참누리아파트,성북구,6.75,7.45,8.0,전용 60~60㎡,2026-06-23,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-06-23,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
동아에코빌,성북구,7.15,7.6,8.3,전용 60~60㎡,2026-06-15,국토부 실거래 22건 · 10~90백분위,molit_csv,22,2026-06-15,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
범양,성북구,7.05,7.66,8.47,전용 60~60㎡,2026-06-05,국토부 실거래 12건 · 10~90백분위,molit_csv,12,2026-06-05,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
동신,성북구,7.1,7.7,7.97,전용 60~60㎡,2026-06-11,국토부 실거래 15건 · 10~90백분위,molit_csv,15,2026-06-11,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
한진(609-1),성북구,7.0,7.75,8.27,전용 60~60㎡,2026-06-27,국토부 실거래 41건 · 10~90백분위,molit_csv,41,2026-06-27,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
정릉꿈에그린,성북구,5.65,8.0,8.0,전용 53~60㎡,2026-05-01,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-05-01,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
종암에스케이,성북구,7.89,8.05,8.42,전용 59~60㎡,2026-05-27,국토부 실거래 17건 · 10~90백분위,molit_csv,17,2026-05-27,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
한신플러스C,성북구,8.0,8.1,8.95,전용 60~60㎡,2026-06-20,국토부 실거래 9건 · 10~90백분위,molit_csv,9,2026-06-20,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
돈암동삼성,성북구,7.35,8.3,8.78,전용 59~59㎡,2026-06-19,국토부 실거래 13건 · 10~90백분위,molit_csv,13,2026-06-19,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
돈암힐스테이트,성북구,8.0,8.35,8.55,전용 59~60㎡,2026-05-15,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-05-15,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
안암동삼성래미안,성북구,8.1,8.35,9.4,전용 60~60㎡,2026-06-29,국토부 실거래 8건 · 10~90백분위,molit_csv,8,2026-06-29,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
아이파크종암동2차,성북구,8.4,8.5,8.9,전용 60~60㎡,2026-04-27,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-04-27,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
정릉2차e-편한세상,성북구,8.05,8.62,8.8,전용 59~60㎡,2026-05-23,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-05-23,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
길음뉴타운3단지푸르지오,성북구,8.5,8.75,9.6,전용 60~60㎡,2026-05-29,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-05-29,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
두산,성북구,7.5,8.8,9.48,전용 55~60㎡,2026-07-01,국토부 실거래 33건 · 10~90백분위,molit_csv,33,2026-07-01,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
이수브라운스톤돈암,성북구,8.2,8.8,9.5,전용 60~60㎡,2026-07-01,국토부 실거래 23건 · 10~90백분위,molit_csv,23,2026-07-01,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
꿈의숲푸르지오,성북구,8.0,8.9,9.35,전용 60~60㎡,2026-06-22,국토부 실거래 33건 · 10~90백분위,molit_csv,33,2026-06-22,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
꿈의숲대명루첸아파트,성북구,8.6,9.05,9.25,전용 60~60㎡,2026-06-04,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-06-04,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
브라운스톤동선,성북구,8.87,9.09,9.41,전용 60~60㎡,2026-05-30,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-05-30,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
길음뉴타운2단지푸르지오,성북구,8.8,9.1,9.7,전용 60~60㎡,2026-06-12,국토부 실거래 9건 · 10~90백분위,molit_csv,9,2026-06-12,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
석관래미안,성북구,8.2,9.1,9.6,전용 60~60㎡,2026-05-25,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-05-25,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
월곡두산위브,성북구,8.8,9.18,9.6,전용 60~60㎡,2026-07-04,국토부 실거래 20건 · 10~90백분위,molit_csv,20,2026-07-04,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
래미안크리시엘,성북구,8.8,9.2,9.6,전용 60~60㎡,2026-05-22,국토부 실거래 11건 · 10~90백분위,molit_csv,11,2026-05-22,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
아이파크종암동1차,성북구,8.45,9.22,9.5,전용 55~60㎡,2026-05-02,국토부 실거래 8건 · 10~90백분위,molit_csv,8,2026-05-02,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
삼선현대힐스테이트,성북구,7.6,9.23,9.85,전용 57~57㎡,2026-06-20,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-06-20,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
삼선푸르지오,성북구,8.4,9.25,9.75,전용 60~60㎡,2026-05-28,국토부 실거래 14건 · 10~90백분위,molit_csv,14,2026-05-28,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
래미안월곡,성북구,8.9,9.45,9.8,전용 60~60㎡,2026-05-01,국토부 실거래 13건 · 10~90백분위,molit_csv,13,2026-05-01,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
종암2차SKVIEW,성북구,9.2,9.5,9.55,전용 60~60㎡,2026-05-16,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-05-16,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
래미안세레니티,성북구,9.34,9.6,9.75,전용 60~60㎡,2026-04-24,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-04-24,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
월곡래미안루나밸리,성북구,9.0,9.7,10.0,전용 60~60㎡,2026-05-23,국토부 실거래 13건 · 10~90백분위,molit_csv,13,2026-05-23,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
돈암코오롱하늘채,성북구,9.4,9.75,9.8,전용 60~60㎡,2026-04-14,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-04-14,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
길음동동부센트레빌(1278-0),성북구,8.85,9.95,10.0,전용 60~60㎡,2026-05-20,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-05-20,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
길음뉴타운4단지(e편한세상),성북구,9.7,9.96,10.0,전용 60~60㎡,2026-03-14,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-03-14,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신동아타워,송파구,5.0,6.05,6.25,전용 50~50㎡,2026-04-27,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-04-27,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
올림픽카운티,송파구,6.0,6.1,6.57,전용 56~56㎡,2026-04-01,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-04-01,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신동아,송파구,6.0,6.52,7.1,전용 60~60㎡,2026-06-11,국토부 실거래 13건 · 10~90백분위,molit_csv,13,2026-06-11,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
현대그린빌,송파구,6.4,6.8,6.9,전용 60~60㎡,2026-06-18,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-06-18,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신동아파밀리에,송파구,6.8,7.0,8.45,전용 59~59㎡,2026-05-30,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-05-30,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
강남팰리스,송파구,6.9,7.25,7.9,전용 56~58㎡,2026-04-06,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-04-06,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
송파건원여미지아파트,송파구,7.0,7.25,8.1,전용 52~52㎡,2026-05-09,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-05-09,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
하이파크아파트,송파구,7.45,7.5,7.6,전용 51~51㎡,2026-05-02,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-05-02,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
갑을,송파구,8.0,8.2,9.5,전용 59~60㎡,2026-05-08,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-05-08,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
거여5단지,송파구,6.6,8.3,9.5,전용 60~60㎡,2026-04-20,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-04-20,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
문정동아,송파구,7.95,8.4,8.5,전용 58~58㎡,2026-06-12,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-06-12,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
토성현대,송파구,8.43,8.45,8.5,전용 57~57㎡,2026-06-04,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-06-04,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
진넥스베르디엠,송파구,7.45,8.8,9.2,전용 60~60㎡,2026-04-28,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-04-28,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
현대(62-5),송파구,9.5,9.72,9.75,전용 55~55㎡,2026-06-18,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-06-18,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
해태,양천구,4.3,4.45,4.5,전용 60~60㎡,2026-06-02,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-06-02,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
리슈리안,양천구,5.0,5.0,5.05,전용 53~53㎡,2026-04-30,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-04-30,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
대방샤인힐,양천구,5.05,5.17,5.3,전용 60~60㎡,2026-06-04,국토부 실거래 4건 · 10~90백분위,molit_csv,4,2026-06-04,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신월2차보람쉬움,양천구,5.3,5.33,5.35,전용 59~59㎡,2026-06-19,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-06-19,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
보람쉬움1,양천구,5.05,5.35,5.4,전용 58~58㎡,2026-03-28,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-03-28,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
대성유니드1차,양천구,5.8,5.9,6.2,전용 60~60㎡,2026-06-23,국토부 실거래 9건 · 10~90백분위,molit_csv,9,2026-06-23,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
푸른마을3,양천구,6.0,6.41,6.98,전용 60~60㎡,2026-07-04,국토부 실거래 10건 · 10~90백분위,molit_csv,10,2026-07-04,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
이펜하우스4단지,양천구,6.5,6.55,6.6,전용 60~60㎡,2026-04-18,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-04-18,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
푸른마을2,양천구,6.0,6.58,7.0,전용 60~60㎡,2026-07-07,국토부 실거래 9건 · 10~90백분위,molit_csv,9,2026-07-07,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
벽산블루밍1단지,양천구,6.45,6.7,6.8,전용 60~60㎡,2026-05-20,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-05-20,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
이펜하우스3단지,양천구,6.7,6.8,7.0,전용 60~60㎡,2026-04-13,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-04-13,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
벽산블루밍2단지,양천구,6.75,6.9,7.2,전용 60~60㎡,2026-05-09,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-05-09,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신정6현대,양천구,6.67,6.93,7.35,전용 59~59㎡,2026-06-01,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-06-01,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
롯데캐슬(1057-0),양천구,6.8,6.98,7.1,전용 60~60㎡,2026-02-07,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-02-07,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
성원2,양천구,6.1,7.2,7.9,전용 60~60㎡,2026-06-16,국토부 실거래 10건 · 10~90백분위,molit_csv,10,2026-06-16,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신월시영,양천구,7.0,7.35,8.4,전용 51~59㎡,2026-07-01,국토부 실거래 14건 · 10~90백분위,molit_csv,14,2026-07-01,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
목동우성3,양천구,7.0,7.4,7.55,전용 60~60㎡,2026-06-22,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-06-22,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
학마을1단지,양천구,6.97,7.75,7.85,전용 60~60㎡,2026-05-30,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-05-30,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신트리4,양천구,7.1,8.0,8.5,전용 60~60㎡,2026-06-29,국토부 실거래 21건 · 10~90백분위,molit_csv,21,2026-06-29,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
목동센트럴아이파크위브2단지,양천구,7.35,8.82,9.45,전용 53~60㎡,2026-04-11,국토부 실거래 6건 · 10~90백분위,molit_csv,6,2026-04-11,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신목동파라곤,양천구,8.46,8.95,9.13,전용 60~60㎡,2026-07-07,국토부 실거래 8건 · 10~90백분위,molit_csv,8,2026-07-07,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신트리1,양천구,7.5,9.0,9.7,전용 59~60㎡,2026-04-26,국토부 실거래 11건 · 10~90백분위,molit_csv,11,2026-04-26,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
목동센트럴아이파크위브3단지,양천구,9.2,9.5,9.73,전용 53~53㎡,2026-04-26,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-04-26,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
롯데캐슬,양천구,9.7,9.85,9.9,전용 60~60㎡,2026-04-28,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-04-28,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신동아,영등포구,4.5,5.0,5.2,전용 51~53㎡,2026-05-29,국토부 실거래 15건 · 10~90백분위,molit_csv,15,2026-05-29,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
한신휴1차,영등포구,5.8,5.9,6.17,전용 60~60㎡,2026-05-25,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-05-25,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
현대프라자,영등포구,5.5,5.98,6.25,전용 60~60㎡,2026-06-18,국토부 실거래 3건 · 10~90백분위,molit_csv,3,2026-06-18,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
상록수,영등포구,5.85,6.0,6.25,전용 60~60㎡,2026-02-28,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-02-28,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
우성1,영등포구,5.6,6.0,6.2,전용 52~52㎡,2026-04-25,국토부 실거래 11건 · 10~90백분위,molit_csv,11,2026-04-25,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
신기목련아파트,영등포구,5.75,6.1,6.7,전용 59~59㎡,2026-06-10,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-06-10,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
대림현대,영등포구,6.0,6.77,6.8,전용 60~60㎡,2026-06-13,국토부 실거래 5건 · 10~90백분위,molit_csv,5,2026-06-13,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
성원(650),영등포구,6.49,6.8,7.01,전용 60~60㎡,2026-05-03,국토부 실거래 7건 · 10~90백분위,molit_csv,7,2026-05-03,https://rt.molit.go.kr/pt/xls/xls.do?mobileAt=v
