시도,자치구,시군구,법정동,지번,법정동코드,주소,대표단지명,단지명_공시가격,단지명_건축물대장,단지명_도로명주소,별칭,단지종류명,세대수,상태,입주예정월,최근분양권거래일,출처
경기도,,고양일산동구,장항동,658-65,41285,경기도 고양시 일산동구 장항동 658-65 일원(고양장항지구 B-1BL),고양 장항 제일풍경채,고양 장항 제일풍경채,,,,아파트,,입주예정,2026-12,,청약홈 APT 분양정보
경기도,,고양일산동구,장항동,,41285,경기도 고양시 일산동구 장항동 일산서구 대화동 일원,고양장항지구 S-1블록 공공분양주택,고양장항지구 S-1블록 공공분양주택,,,고양장항지구 S-1블록 공공분양주택 (본청약),아파트,,입주예정,2028-03,,청약홈 APT 분양정보
경기도,,고양일산동구,장항동,517-11,41285,경기도 고양시 일산동구 장항동 517-11번지 일원(고양 장항 공공주택지구 M-1블럭),고양 장항 카이브 유보라,고양 장항 카이브 유보라,,,,아파트,,입주예정,2028-07,,청약홈 APT 분양정보
경기도,,고양일산동구,풍동,822,41285,경기도 고양시 일산동구 풍동 822번지 일원,e편한세상 일산 메이포레 1단지,e편한세상 일산 메이포레 1단지,,,,아파트,,분양권,2027-03,2026-07-08,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,고양일산동구,풍동,852,41285,경기도 고양시 일산동구 풍동 852번지 일원,e편한세상 일산 메이포레 3단지,e편한세상 일산 메이포레 3단지,,,,아파트,,분양권,2027-03,2026-07-14,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,고양일산동구,풍동,가-,41285,,더샵일산퍼스트월드3단지,더샵일산퍼스트월드3단지,,,,아파트,,분양권,,2026-01-27,국토교통부 분양권/입주권 실거래
경기도,,과천시,,,41290,경기도 과천시 지식정보타운 공공주택지구 S2BL,과천 디에트르 퍼스티지(S2BL),과천 디에트르 퍼스티지(S2BL),,,,아파트,,입주예정,2027-05,,청약홈 APT 분양정보
경기도,,과천시,별양동,7,41290,경기도 과천시 별양동 7번지 일원,프레스티어자이,프레스티어자이,,,,아파트,,분양권,2027-10,2026-02-27,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,과천시,주암동,,41290,경기도 과천시 주암동 과천동 일원 과천주암지구 내 C2블록,과천주암지구 C2블록 신혼희망타운(공공분양),과천주암지구 C2블록 신혼희망타운(공공분양),,,과천주암지구 C2블록 신혼희망타운(공공분양)(본청약),아파트,,입주예정,2028-06,,청약홈 APT 분양정보
경기도,,과천시,주암동,63-9,41290,경기도 과천시 주암동 63-9번지 일원,디에이치 아델스타,디에이치 아델스타,,,,아파트,,입주예정,2028-09,,청약홈 APT 분양정보
경기도,,광명시,광명4동,158-403,41210,경기도 광명시 광명4동 158-403번지 및 철산4동 467-83번지 일원,힐스테이트 광명 11,힐스테이트 광명 11,,,,아파트,,분양권,2029-06,2026-07-02,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광명시,광명5동,275-3,41210,경기도 광명시 광명5동 275-3번지 일원,광명 롯데캐슬 시그니처,광명 롯데캐슬 시그니처,,,,아파트,,분양권,2027-10,2026-07-11,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광명시,광명동,88-14,41210,,광명센트럴아이파크,광명센트럴아이파크,,,,아파트,1957,분양권,,2026-06-02,국토교통부 분양권/입주권 실거래|기존 보강
경기도,,광명시,광명동,9-8,41210,,광명자이더샵포레나,광명자이더샵포레나,,,,아파트,,분양권,,2026-06-06,국토교통부 분양권/입주권 실거래
경기도,,광명시,광명동,78-38,41210,경기도 광명시 광명동 78-38,광명자이힐스테이트SKVIEW,광명자이힐스테이트SKVIEW,,,,아파트,,분양권,2027-07,2026-07-04,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광명시,광명동,373-3,41210,,광명 제10R구역 호반써밋 그랜드 에비뉴,광명 제10R구역 호반써밋 그랜드 에비뉴,,,,아파트,,분양권,,2026-02-05,국토교통부 분양권/입주권 실거래
경기도,,광명시,광명동,12-2,41210,,트리우스 광명,트리우스 광명,,,트리우스광명(1단지),아파트,,분양권,,2026-05-31,국토교통부 분양권/입주권 실거래
경기도,,광명시,광명동,18-1,41210,,트리우스광명(2단지),트리우스광명(2단지),,,,아파트,,분양권,,2026-05-23,국토교통부 분양권/입주권 실거래
경기도,,광명시,소하동,893-3,41210,,광명 소하 신원아침도시1,광명 소하 신원아침도시1,,,,아파트,,분양권,,2026-05-15,국토교통부 분양권/입주권 실거래
경기도,,광명시,소하동,883-18,41210,,광명 소하 신원아침도시2,광명 소하 신원아침도시2,,,,아파트,,분양권,,2026-02-25,국토교통부 분양권/입주권 실거래
경기도,,광명시,소하동,380-1,41210,경기도 광명시 소하동 380-1,광명 유승한내들 라포레,광명 유승한내들 라포레,,,,아파트,,분양권,2027-11,2026-02-28,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광명시,철산3동,472-267,41210,경기도 광명시 철산3동 472-267번지 일원,철산역자이,철산역자이,,,,아파트,,분양권,2029-05,2026-05-29,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광명시,철산동,235,41210,,철산자이더헤리티지,철산자이더헤리티지,,,,아파트,3804,분양권,,2026-07-06,국토교통부 분양권/입주권 실거래|기존 보강
경기도,,광명시,철산동,105,41210,,철산자이 브리에르,철산자이 브리에르,,,,아파트,,분양권,,2026-04-24,국토교통부 분양권/입주권 실거래
경기도,,광주시,곤지암리,637,41610,경기도 광주시 곤지암읍 곤지암리 637번지,곤지암역 센트럴 아이파크,곤지암역 센트럴 아이파크,,,,아파트,,분양권,2027-05,2026-06-23,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광주시,곤지암읍,636,41610,경기도 광주시 곤지암읍 곤지암리636번지(곤지암역세권 A1-1블록),곤지암역 제일풍경채,곤지암역 제일풍경채,,,,아파트,,분양권,2027-08,2026-06-12,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광주시,송정동,산28-4,41610,,광주 송정 중흥S-클래스 파크뷰,광주 송정 중흥S-클래스 파크뷰,,,,아파트,,분양권,,2026-07-11,국토교통부 분양권/입주권 실거래
경기도,,광주시,신대리,25,41610,경기도 광주시 곤지암읍 신대리 25번지,힐스테이트 광주곤지암역,힐스테이트 광주곤지암역,,,,아파트,,분양권,2027-05,2026-06-05,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,광주시,역동,산1-39,41610,,광주 더파크 비스타 데시앙,광주 더파크 비스타 데시앙,,,더파크비스타데시앙,아파트,,분양권,,2026-06-27,국토교통부 분양권/입주권 실거래
경기도,,광주시,역동,28-3,41610,경기도 광주시 역동 28-3번지 일원,해링턴 스퀘어 리버파크,해링턴 스퀘어 리버파크,,,,아파트,,입주예정,2029-10,,청약홈 APT 분양정보
경기도,,광주시,장지동,695-14,41610,경기도 광주시 장지동 695-14,광주태전 경남아너스빌 리미티드,광주태전 경남아너스빌 리미티드,,,,아파트,,입주예정,2027-08,,청약홈 APT 분양정보
경기도,,광주시,탄벌동,779,41610,,광주탄벌서희스타힐스1단지,광주탄벌서희스타힐스1단지,,,,아파트,,분양권,,2026-05-17,국토교통부 분양권/입주권 실거래
경기도,,구리시,갈매동,,41310,경기도 구리시 갈매동 일원 구리갈매역세권 공공주택지구 내 A-1블록,구리갈매역세권 A-1블록 신혼희망타운(공공분양),구리갈매역세권 A-1블록 신혼희망타운(공공분양),,,구리갈매역세권 A-1블록 신혼희망타운(공공분양)(본청약),아파트,,입주예정,2028-09,,청약홈 APT 분양정보
경기도,,구리시,교문동,339,41310,경기도 구리시 교문동 339번지 일원(딸기원2지구 주택재개발사업),중흥S-클래스 힐더포레,중흥S-클래스 힐더포레,,,,아파트,,분양권,2029-02,2026-05-15,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,구리시,수택동,496-6,41310,,구리역 하이니티 리버파크,구리역 하이니티 리버파크,,,,아파트,,분양권,,2026-07-04,국토교통부 분양권/입주권 실거래
경기도,,구리시,수택동,266-2,41310,경기도 구리시 수택동 266-2 일원,구리 한양립스,구리 한양립스,,,,아파트,,입주예정,2027-11,,청약홈 APT 분양정보
경기도,,구리시,인창동,289-29,41310,,구리역 롯데캐슬 시그니처,구리역 롯데캐슬 시그니처,,,구리역롯데캐슬시그니처(C1),아파트,,분양권,,2026-04-20,국토교통부 분양권/입주권 실거래
경기도,,군포시,금정동,146-3,41410,경기도 군포시 벌터·마벨지구 B-1블록(금정동 146-3 일원),금정역 푸르지오 그랑블,금정역 푸르지오 그랑블,,,,아파트,,분양권,2028-05,2026-07-06,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,군포시,둔대동,57,41410,경기도 군포시 군포대야미 공공주택지구 B3블럭(경기도 군포시 둔대동 57번지 일원),군포대야미 대방 디에트르 시그니처(B3BL),군포대야미 대방 디에트르 시그니처(B3BL),,,,아파트,,입주예정,2027-12,,청약홈 APT 분양정보
경기도,,군포시,속달동,90-3,41410,경기도 군포시 군포대야미 공공주택지구 B1블럭(경기도 군포시 속달동 90-3번지 일원),대야미역 금강펜테리움 레이크포레(B1BL),대야미역 금강펜테리움 레이크포레(B1BL),,,,아파트,,입주예정,2028-05,,청약홈 APT 분양정보
경기도,,김포시,고촌읍 신곡리,6지구BL A3,41570,,고촌센트럴자이,고촌센트럴자이,,,,아파트,,분양권,,2026-04-30,국토교통부 분양권/입주권 실거래
경기도,,김포시,북변동,329-2,41570,경기도 김포시 북변동 329-2번지 일원,김포 북변 우미 린 파크리브,김포 북변 우미 린 파크리브,,,,아파트,,분양권,2027-12,2026-07-03,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,김포시,북변동,224-67,41570,경기도 김포시 북변동 224-67 일원,김포북변 칸타빌 디 에디션,김포북변 칸타빌 디 에디션,,,,아파트,,입주예정,2029-12,,청약홈 APT 분양정보
경기도,,김포시,북변동,184,41570,경기도 김포시 북변동 184번지 일원,한강 수자인 오브센트,한강 수자인 오브센트,,,,아파트,,분양권,2028-02,2026-07-06,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,김포시,사우동,475-2,41570,김포 풍무역세권 B5블록(경기도 김포시 사우동 475-2 일원),김포 풍무역세권 B5블록 호반써밋,김포 풍무역세권 B5블록 호반써밋,,,,아파트,,입주예정,2028-10,,청약홈 APT 분양정보
경기도,,김포시,사우동,173-1,41570,경기도 김포시 풍무역세권도시개발사업 B2BL(사우동 173-1번지 일원),풍무역세권 수자인 그라센트 1차,풍무역세권 수자인 그라센트 1차,,,,아파트,,입주예정,2029-01,,청약홈 APT 분양정보
경기도,,김포시,사우동,428-3,41570,경기도 김포시 사우동 428-3 일원 (풍무역세권 도시개발사업 B3블록),풍무역 푸르지오 더 마크,풍무역 푸르지오 더 마크,,,,아파트,,입주예정,2028-11,,청약홈 APT 분양정보
경기도,,김포시,신곡리,2,41570,"경기도 김포시 고촌읍 신곡리 , 풍곡리 일원 김포고촌2 공공주택지구 내 A1블록",김포고촌2 A1블록 공공분양주택,김포고촌2 A1블록 공공분양주택,,,,아파트,350,입주예정,2028-07,,LH 청약플러스
경기도,,김포시,풍무동,30-1,41570,경기도 김포시 풍무동 30-1번지 일원,풍무역 롯데캐슬 시그니처,풍무역롯데캐슬시그니처,,,풍무 롯데캐슬,아파트,720,분양권,2028-07,2026-06-22,국토교통부 분양권/입주권 실거래|기존 보강|청약홈 APT 분양정보
경기도,,김포시,풍무동,483-7,41570,경기도 김포시 풍무동 483-7번지 일대 (경기도 김포시 풍무 양도지구 도시개발사업 공동주택 1단지),해링턴플레이스 풍무(1BL),해링턴플레이스 풍무(1BL),,,,아파트,,분양권,2028-08,2026-06-01,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,김포시,풍무동,143-1,41570,경기도 김포시 풍무동 143-1번지 일대 (경기도 김포시 풍무 양도지구 도시개발사업 공동주택 2단지),해링턴플레이스 풍무(2BL),해링턴플레이스 풍무(2BL),,,,아파트,,분양권,2028-08,2026-06-02,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,김포시,풍무동,370-37,41570,경기도 김포시 풍무동 370-37번지 일대 (경기도 김포시 풍무 양도지구 도시개발사업 공동주택 3단지),해링턴플레이스 풍무(3BL),해링턴플레이스 풍무(3BL),,,,아파트,,분양권,2028-08,2026-06-16,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,김포시,향산리,588-11,41570,경기도 김포시 고촌읍 향산리 588-11번지 일원,오퍼스 한강 스위첸,오퍼스 한강 스위첸,,,,아파트,,입주예정,2028-08,,청약홈 APT 분양정보
경기도,,남양주시,내각리,2,41360,경기도 남양주시 진접읍 내각리 연평리 일원 남양주진접2 공공주택지구내 A-1블록,남양주진접2지구 A-1블록 공공분양주택,남양주진접2지구 A-1블록 공공분양주택,,,남양주진접2지구 A-1블록 공공분양주택 입주자모집(본청약)|남양주진접2지구 A-7블록 공공분양주택 입주자모집(본청약)|남양주진접2 지구 A-4블록 신혼희망타운(공공분양) 입주자모집(본청약),아파트,,입주예정,2028-09,,청약홈 APT 분양정보
경기도,,남양주시,덕소리,453-15,41360,경기도 남양주시 와부읍 덕소리 453-15 일원,덕소역 라온프라이빗 리버포레,덕소역 라온프라이빗 리버포레,,,,아파트,,분양권,2028-03,2026-06-13,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,남양주시,연평리,,41360,경기도 남양주시 진접읍 연평리 일원,왕숙 푸르지오 더 퍼스트 1단지 공공분양주택,왕숙 푸르지오 더 퍼스트 1단지 공공분양주택,,,왕숙 푸르지오 더 퍼스트 1단지 공공분양주택(본청약),아파트,,입주예정,2028-05,,청약홈 APT 분양정보
경기도,,남양주시,연평리,,41360,경기도 남양주시 진접읍 연평리 일원,왕숙 푸르지오 더 퍼스트 2단지 공공분양주택,왕숙 푸르지오 더 퍼스트 2단지 공공분양주택,,,왕숙 푸르지오 더 퍼스트 2단지 공공분양주택(본청약),아파트,,입주예정,2028-06,,청약홈 APT 분양정보
경기도,,남양주시,와부읍 도곡리,981-3,41360,,덕소 강변 스타힐스,덕소 강변 스타힐스,,,,아파트,,분양권,,2026-03-24,국토교통부 분양권/입주권 실거래
경기도,,남양주시,와부읍 도곡리,931-5,41360,,도심역 한양수자인 리버파인,도심역 한양수자인 리버파인,,,,아파트,,분양권,,2026-05-23,국토교통부 분양권/입주권 실거래
경기도,,남양주시,일패동,2,41360,"경기도 남양주시 일패동 ,이패동 일원 남양주왕숙2 공공주택지구내 A-3블록",남양주왕숙2 A-3BL 공공분양주택,남양주왕숙2 A-3BL 공공분양주택,,,,아파트,686,입주예정,2030-05,,LH 청약플러스
경기도,,남양주시,일패동,,41360,경기도 남양주시 일패동 남양주왕숙2지구 내 A-1블록,왕숙 아테라(남양주왕숙2 A-1BL) 공공분양주택(민간참여형),왕숙 아테라(남양주왕숙2 A-1BL) 공공분양주택(민간참여형),,,,아파트,812,입주예정,2029-02,,LH 청약플러스
경기도,,남양주시,진접읍,,41360,경기도 남양주시 진접읍 진건읍 퇴계원읍 일원 남양주왕숙 공공주택지구 내 A-1블록,남양주왕숙 A1블록 공공분양주택,남양주왕숙 A1블록 공공분양주택,,,남양주왕숙 A1블록 공공분양주택(본청약),아파트,,입주예정,2028-08,,청약홈 APT 분양정보
경기도,,남양주시,진접읍,,41360,경기도 남양주시 진접읍 진건읍 퇴계원읍 일원 남양주왕숙 공공주택지구 내 A-24블록,남양주왕숙 A-24블록 신혼희망타운(공공분양),남양주왕숙 A-24블록 신혼희망타운(공공분양),,,남양주왕숙 A-24블록 신혼희망타운(공공분양)(본청약),아파트,,입주예정,2028-12,,청약홈 APT 분양정보
경기도,,남양주시,진접읍,,41360,경기도 남양주시 진접읍 진건읍. 퇴계원읍 일원 남양주왕숙 공공주택지구 내 A-2블록,남양주왕숙 A-2블록 신혼희망타운(공공분양),남양주왕숙 A-2블록 신혼희망타운(공공분양),,,남양주왕숙 A-2블록 신혼희망타운(공공분양)(본청약),아파트,,입주예정,2028-08,,청약홈 APT 분양정보
경기도,,남양주시,진접읍,,41360,경기도 남양주시 진접읍 진건읍 퇴계원읍 일원 남양주왕숙 공공주택지구 내 B-17블록,남양주왕숙지구 B-17블록 공공분양주택,남양주왕숙지구 B-17블록 공공분양주택,,,남양주왕숙지구 B-17블록 공공분양주택(본청약),아파트,,입주예정,2028-12,,청약홈 APT 분양정보
경기도,,남양주시,진접읍 금곡리,1107,41360,,부영사랑으로,부영사랑으로,,,,아파트,,분양권,,2026-04-16,국토교통부 분양권/입주권 실거래
경기도,,남양주시,평내동,660-6,41360,경기도 남양주시 평내동 660-6번지,두산위브더제니스 평내호평역 N49,두산위브더제니스 평내호평역 N49,,,,아파트,,분양권,2029-05,2026-07-08,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,남양주시,평내동,661,41360,,평내호평역대명루첸포레스티움,평내호평역대명루첸포레스티움,,,,아파트,,분양권,,2026-05-13,국토교통부 분양권/입주권 실거래
경기도,,남양주시,화도읍 마석우리,295-32,41360,,빌리브센트하이,빌리브센트하이,,,,아파트,,분양권,,2026-07-02,국토교통부 분양권/입주권 실거래
경기도,,부천소사구,괴안동,,41194,경기도 부천시 소사구 괴안동 부천괴안 공공주택지구 B2블록,부천아테라자이(부천괴안지구 B-2블록),부천아테라자이(부천괴안지구 B-2블록),,,,아파트,,입주예정,2027-01,,청약홈 APT 분양정보
경기도,,부천소사구,괴안동,201,41194,,쌍용 더 플래티넘 온수역,쌍용 더 플래티넘 온수역,,,,아파트,,분양권,,2026-07-04,국토교통부 분양권/입주권 실거래
경기도,,부천소사구,괴안동,91-1,41194,,역곡역 아테움 스위첸,역곡역 아테움 스위첸,,,,아파트,,분양권,,2026-04-06,국토교통부 분양권/입주권 실거래
경기도,,부천소사구,소사본동,가-134,41194,경기도 부천시 소사본동 134번지 일원,소사역 롯데캐슬 더 뉴엘,소사역 롯데캐슬 더 뉴엘,,,,아파트,,분양권,2027-08,2026-07-04,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,부천소사구,소사본동,65-2,41194,,힐스테이트 소사역,힐스테이트 소사역,,,,아파트,,분양권,,2025-12-22,국토교통부 분양권/입주권 실거래
경기도,,부천소사구,송내동,339,41194,경기도 부천시 송내동 339번지 일원,송내역 푸르지오 센트비엔,송내역 푸르지오 센트비엔,,,,아파트,,분양권,2026-09,2026-07-12,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,부천오정구,,,41196,경기도 부천시 오정구 부천원종 공공주택지구 B1블럭,원종 휴먼빌 클라츠,원종 휴먼빌 클라츠,,,,아파트,,입주예정,2027-05,,청약홈 APT 분양정보
경기도,,부천오정구,고강동,307,41196,경기도 부천시 오정구 고강동 307,고강역 신원아침도시 퍼스티지,고강역 신원아침도시 퍼스티지,,,,아파트,,분양권,2026-08,2026-02-19,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,부천오정구,대장동,,41196,경기도 부천시 부천대장 택지개발사업지구 내 A-5블록,e편한세상 대장 퍼스티움(부천대장 A-5BL) 신혼희망타운(공공분양),e편한세상 대장 퍼스티움(부천대장 A-5BL) 신혼희망타운(공공분양),,,,아파트,,입주예정,2027-11,,청약홈 APT 분양정보
경기도,,부천오정구,대장동,,41196,경기도 부천시 부천대장 택지개발사업지구 내 A-6블록,e편한세상 대장 퍼스티움(부천대장 A-6BL) 신혼희망타운(공공분양),e편한세상 대장 퍼스티움(부천대장 A-6BL) 신혼희망타운(공공분양),,,,아파트,,입주예정,2027-11,,청약홈 APT 분양정보
경기도,,부천오정구,대장동,,41196,경기도 부천시 대장동 오정동 원종동 삼정동 일원 부천대장 공공주택지구 내 A7블록,부천대장 A7블록 공공분양,부천대장 A7블록 공공분양,,,부천대장 A7블록 공공분양(본청약),아파트,,입주예정,2028-01,,청약홈 APT 분양정보
경기도,,부천오정구,대장동,,41196,경기도 부천시 오정구 대장동 오정동 원종동 삼정동 인천광역시 계양구 동양동 박촌동 병방동 일원 부천대장 공공주택지구 내 A8블록,부천대장 A8블록 공공분양,부천대장 A8블록 공공분양,,,부천대장 A8블록 공공분양(본청약),아파트,,입주예정,2028-01,,청약홈 APT 분양정보
경기도,,부천오정구,여월동,8-9,41196,경기도 부천시 오정구 여월동 8-9번지 외 4필지,여월 중앙하이츠 아르비채,여월 중앙하이츠 아르비채,,,,아파트,,입주예정,2026-10,,청약홈 APT 분양정보
경기도,,부천오정구,오정동,613,41196,경기도 부천시 오정구 오정동 613번지 일원,오정 해모로 스마트시티,오정 해모로 스마트시티,,,,아파트,,입주예정,2027-07,,청약홈 APT 분양정보
경기도,,부천오정구,원종동,298-1,41196,경기도 부천시 오정구 원종동 298-1번지 일원,엘리프 원종,엘리프 원종,,,,아파트,,분양권,2028-01,2025-11-29,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,부천원미구,역곡동,,41192,경기도 부천시 원미구 역곡동 부천역곡 공공주택지구 내 A-2블록,역곡지구 하우스토리(부천역곡 A-2블록) 신혼희망타운(공공분양),역곡지구 하우스토리(부천역곡 A-2블록) 신혼희망타운(공공분양),,,,아파트,1464,입주예정,2029-06,,LH 청약플러스
경기도,,부천원미구,원미동,150-1,41192,,부천역 에피트 어바닉,부천역 에피트 어바닉,,,,아파트,,분양권,,2026-05-01,국토교통부 분양권/입주권 실거래
경기도,,부천원미구,원미동,62-4,41192,,선샤인힐스,선샤인힐스,,,,아파트,,분양권,,2026-02-20,국토교통부 분양권/입주권 실거래
경기도,,성남분당구,동원동,,41135,경기도 성남시 분당구 동원동 성남낙생지구 A-1블록,e편한세상 분당 퍼스트빌리지(성남낙생 A-1BL) 신혼희망타운(공공분양),e편한세상 분당 퍼스트빌리지(성남낙생 A-1BL) 신혼희망타운(공공분양),,,,아파트,1400,입주예정,2029-02,,LH 청약플러스
경기도,,성남분당구,정자동,88,41135,경기도 성남시 분당구 정자동 88번지 일원,더샵 분당티에르원,더샵 분당티에르원,,,,아파트,,입주예정,2027-10,,청약홈 APT 분양정보
경기도,,성남수정구,,,41131,경기도 성남시 수정구 복정1지구 B3BL,성남 복정1지구 B3블록,성남 복정1지구 B3블록,,,성남 복정1지구 B3블록(사전청약)|성남 복정1지구 B3블록 엘리프 남위례역 에듀포레(본청약),아파트,,입주예정,2027-06,,청약홈 APT 분양정보
경기도,,성남수정구,금토동,,41131,경기도 성남시 수정구 금토동 일원 성남금토 공공주택지구 내 A-4블록,성남금토 A-4블록 신혼희망타운(공공분양),성남금토 A-4블록 신혼희망타운(공공분양),,,성남금토 A-4블록 신혼희망타운(공공분양)(본청약),아파트,,입주예정,2027-11,,청약홈 APT 분양정보
경기도,,성남수정구,금토동,,41131,경기도 성남시 수정구 금토로 44-5(금토동),성남 금토지구 A-3블록 중흥S-클래스,성남 금토지구 A-3블록 중흥S-클래스,,,성남 금토지구 A-3블록 중흥S-클래스 (사전청약),아파트,,입주예정,2026-10,,청약홈 APT 분양정보
