시도,자치구,시군구,법정동,지번,법정동코드,주소,대표단지명,단지명_공시가격,단지명_건축물대장,단지명_도로명주소,별칭,단지종류명,세대수,상태,입주예정월,최근분양권거래일,출처
경기도,,용인처인구,양지면,713,41461,경기도 용인시 처인구 양지면 양지리713(양지지구1BL),클러스터용인 경남아너스빌,클러스터용인 경남아너스빌,,,,아파트,,분양권,2028-12,2026-07-01,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,용인처인구,양지읍 남곡리,901,41461,,용인경남아너스빌디센트1단지,용인경남아너스빌디센트1단지,,,,아파트,,분양권,,2026-03-18,국토교통부 분양권/입주권 실거래
경기도,,용인처인구,양지읍 남곡리,902,41461,,용인경남아너스빌디센트2단지,용인경남아너스빌디센트2단지,,,,아파트,,분양권,,2026-07-02,국토교통부 분양권/입주권 실거래
경기도,,용인처인구,양지읍 남곡리,903,41461,,용인경남아너스빌디센트3단지,용인경남아너스빌디센트3단지,,,,아파트,,분양권,,2025-11-29,국토교통부 분양권/입주권 실거래
경기도,,용인처인구,양지읍 양지리,산97-12,41461,,용인 푸르지오 원클러스터파크,용인 푸르지오 원클러스터파크,,,,아파트,,분양권,,2026-07-14,국토교통부 분양권/입주권 실거래
경기도,,용인처인구,역북동,89-25,41461,경기도 용인시 처인구 역북동 89-25번지 일원,역북 서희스타힐스 프라임시티,역북 서희스타힐스 프라임시티,,,,아파트,,분양권,2027-03,2026-03-20,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,용인처인구,역북동,811,41461,,용인 푸르지오 클루센트,용인 푸르지오 클루센트,,,,아파트,,분양권,,2026-07-13,국토교통부 분양권/입주권 실거래
경기도,,용인처인구,전대리,192-2,41461,경기도 용인시 처인구 포곡읍 전대리 192-2외 5필지,용인 에버랜드역 칸타빌,용인 에버랜드역 칸타빌,,,,아파트,,분양권,2026-11,2026-06-25,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,의왕시,고천동,265,41430,경기도 의왕시 고천동 265번지 일원,의왕시청역 SK VIEW IPARK,의왕시청역 SK VIEW IPARK,,,,아파트,,분양권,2030-01,2026-06-05,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,의왕시,내손동,683,41430,,인덕원 자이 SK VIEW,인덕원 자이 SK VIEW,,,,아파트,,분양권,,2026-05-21,국토교통부 분양권/입주권 실거래
경기도,,의왕시,내손동,661,41430,,인덕원 퍼스비엘,인덕원 퍼스비엘,,,,아파트,2180,분양권,,2026-07-06,국토교통부 분양권/입주권 실거래
경기도,,의왕시,오전동,32-4,41430,경기도 의왕시 오전동 32-4번지,의왕 센트라인 데시앙,의왕 센트라인 데시앙,,,,아파트,,분양권,2026-11,2026-07-07,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,의왕시,월암동,,41430,경기도 의왕시 월암동 일원 의왕월암 공공주택지구 내 A-1블록,의왕월암 A-1블록 신혼희망타운(공공분양),의왕월암 A-1블록 신혼희망타운(공공분양),,,의왕월암 A-1블록 신혼희망타운(공공분양)(본청약)|의왕월암 A-1블록 신혼희망타운(공공분양) 추가입주자 모집,아파트,,입주예정,2027-11,,청약홈 APT 분양정보
경기도,,의왕시,월암동,,41430,경기도 의왕시 월암동 일원 의왕월암 공공주택지구 내 A-3블록,의왕월암 A-3블록 신혼희망타운(공공분양),의왕월암 A-3블록 신혼희망타운(공공분양),,,의왕월암 A-3블록 신혼희망타운(공공분양)(본청약)|의왕월암 A-3블록 신혼희망타운(공공분양) 추가입주자 모집,아파트,,입주예정,2028-04,,청약홈 APT 분양정보
경기도,,의왕시,월암동,,41430,경기도 의왕시 월암동 공공주택지구 B2블록(경기도 의왕시 월암동 219-3일원),의왕 월암지구 대방 디에트르 레이크파크,의왕 월암지구 대방 디에트르 레이크파크,,,,아파트,,입주예정,2027-12,,청약홈 APT 분양정보
경기도,,의왕시,청계동,2,41430,경기도 의왕시 청계동 포일동 일원 의왕청계2 공공주택지구 내 A1블록,의왕청계2 A1블록 신혼희망타운(공공분양),의왕청계2 A1블록 신혼희망타운(공공분양),,,의왕청계2 A1블록 신혼희망타운(공공분양)(본청약),아파트,,입주예정,2028-04,,청약홈 APT 분양정보
경기도,,의정부시,금오동,26-19,41150,경기도 의정부시 금오동 산 26-19번지 일원,의정부 롯데캐슬 나리벡시티,의정부 롯데캐슬 나리벡시티,,,,아파트,,분양권,2027-11,2026-06-26,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,의정부시,금오동,369-1,41150,경기도 의정부시 금오동 369-1일원,의정부 푸르지오 클라시엘,의정부 푸르지오 클라시엘,,,,아파트,,분양권,2027-12,2026-06-10,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,의정부시,금오동,65-3,41150,,힐스테이트 금오 더퍼스트,힐스테이트 금오 더퍼스트,,,,아파트,,분양권,,2026-07-10,국토교통부 분양권/입주권 실거래
경기도,,의정부시,녹양동,,41150,경기도 의정부시 녹양동 일원 의정부우정 공공주택지구 내 A-1블록,의정부우정 A1블록 공공분양주택,의정부우정 A1블록 공공분양주택,,,의정부우정 A1블록 공공분양주택(본청약),아파트,538,입주예정,2028-06,,LH 청약플러스|청약홈 APT 분양정보
경기도,,의정부시,신곡동,435-3,41150,경기도 의정부시 신곡동 435-3번지 일대,e편한세상 신곡 시그니처뷰,e편한세상 신곡 시그니처뷰,,,,아파트,,분양권,2026-09,2026-07-07,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,의정부시,용현동,267-8,41150,경기도 의정부시 용현동 267-8번지 일원,탑석 푸르지오 파크7,탑석 푸르지오 파크7,,,,아파트,,입주예정,2029-03,,청약홈 APT 분양정보
경기도,,의정부시,용현동,산32,41150,,힐스테이트 탑석,힐스테이트 탑석,,,,아파트,,분양권,,2026-01-28,국토교통부 분양권/입주권 실거래
경기도,,의정부시,의정부동,248-3,41150,경기도 의정부시 의정부동 248-3번지 일원,더샵 의정부역 링크시티,더샵 의정부역 링크시티,,,,아파트,,분양권,2027-10,2026-06-28,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,의정부시,의정부동,100-1,41150,경기도 의정부시 의정부동 100-1 100-2번,의정부역 파밀리에Ⅱ,의정부역 파밀리에Ⅱ,,,,아파트,,입주예정,2026-07,,청약홈 APT 분양정보
경기도,,이천시,백사면 모전리,1-11,41500,,신안실크밸리더포레,신안실크밸리더포레,,,,아파트,,분양권,,2026-04-28,국토교통부 분양권/입주권 실거래
경기도,,이천시,송정동,31,41500,경기도 이천시 송정동 산31번지 일원,이천자이 더 레브,이천자이 더 레브,,,,아파트,,분양권,2027-04,2026-06-16,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,이천시,아미리,111,41500,경기도 이천시 부발읍 아미리 산111 일원,부발역 에피트 에디션,부발역 에피트 에디션,,,,아파트,,분양권,2028-02,2026-07-07,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,이천시,아미리,737-6,41500,경기도 이천시 부발읍 아미리 737-6번지 일원,이천 부발역 에피트,이천 부발역 에피트,,,,아파트,,분양권,2028-05,2026-06-14,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,이천시,안흥동,284-2,41500,경기도 이천시 안흥동 284-2번지 일원,이천 롯데캐슬 센트럴 페라즈 스카이,이천 롯데캐슬 센트럴 페라즈 스카이,,,,아파트,,분양권,2027-09,2026-07-16,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,이천시,안흥동,270,41500,,이천 빌리브 어바인시티 1BL,이천 빌리브 어바인시티 1BL,,,이천빌리브어바인시티1단지,아파트,,분양권,,2026-07-04,국토교통부 분양권/입주권 실거래
경기도,,이천시,안흥동,272-6,41500,,이천빌리브어바인시티2단지,이천빌리브어바인시티2단지,,,,아파트,,분양권,,2026-06-29,국토교통부 분양권/입주권 실거래
경기도,,이천시,안흥동,279-1,41500,경기도 이천시 안흥동 279-1번지 일원,이천 서희스타힐스 SKY,이천 서희스타힐스 SKY,,,이천 서희스타힐스 SKY (조합원 취소분),아파트,,분양권,2029-01,2026-06-24,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,이천시,안흥동,320-1,41500,,이천센트레빌레이크뷰,이천센트레빌레이크뷰,,,,아파트,,분양권,,2026-03-20,국토교통부 분양권/입주권 실거래
경기도,,이천시,증일동,,41500,경기도 이천시 증일동 중리택지개발지구 A2블록,이천 중리지구 A-2블록 신안인스빌 퍼스티지,이천 중리지구 A-2블록 신안인스빌 퍼스티지,,,,아파트,,입주예정,2026-11,,청약홈 APT 분양정보
경기도,,이천시,증일동,79-4,41500,경기도 이천시 증일동 79-4번지 일원,힐스테이트 이천역 1단지,힐스테이트 이천역 1단지,,,,아파트,,분양권,2026-07,2026-07-02,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,이천시,증일동,60-5,41500,경기도 이천시 증일동 60-5번지 일원,힐스테이트 이천역 2단지,힐스테이트 이천역 2단지,,,,아파트,,분양권,2026-07,2026-07-13,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,이천시,증포동,323-20,41500,경기도 이천시 증포동 323-20번지 일원,이천자이 더 리체,이천자이 더 리체,,,,아파트,,분양권,2026-08,2026-07-06,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,파주시,,,41480,경기도 파주시 운정3지구 A21BL,파주 운정신도시 우미 린 더 센텀,파주 운정신도시 우미 린 더 센텀,,,,아파트,,입주예정,2026-08,,청약홈 APT 분양정보
경기도,,파주시,다율동,1005,41480,,중흥S-클래스에듀하이해오름마을1단지,중흥S-클래스에듀하이해오름마을1단지,,,,아파트,,분양권,,2026-04-09,국토교통부 분양권/입주권 실거래
경기도,,파주시,동패동,415-13,41480,경기도 파주시 운정3지구 A46BL (경기도 파주시 동패동 415-13번지 일원),운정3 제일풍경채(A46BL),운정3 제일풍경채(A46BL),,,운정3 제일풍경채(A46BL) (본청약),아파트,,입주예정,2026-10,,청약홈 APT 분양정보
경기도,,파주시,동패동,2262,41480,,운정자이시그니처,운정자이시그니처,,,,아파트,,분양권,,2026-07-11,국토교통부 분양권/입주권 실거래
경기도,,파주시,동패동,3,41480,경기도 파주시 동패동 일원 파주운정3 택지개발지구내 A22블록,파주운정3 A22블록 공공분양주택,파주운정3 A22블록 공공분양주택,,,파주 운정3 이지더원(A44BL)|파주운정3 A22블록 공공분양주택(본청약),아파트,,입주예정,2026-09,,청약홈 APT 분양정보
경기도,,파주시,동패동,110,41480,경기도 파주시 동패동 산110 일원,파주 운정3지구 주상복합용지 1BL,파주 운정3지구 주상복합용지 1BL,,,파주 운정3지구 주상복합용지 1BL(사전청약)|파주 운정3지구 주상복합용지 2BL (사전청약),아파트,,입주예정,2027-05,,청약홈 APT 분양정보
경기도,,파주시,동패동,1673,41480,경기도 파주시 파주운정3지구 주상복합 3블록(경기도 파주시 동패동 1673번지 일원),파주 운정3지구 주상복합용지 3BL,파주 운정3지구 주상복합용지 3BL,,,파주 운정3지구 주상복합용지 3BL (사전청약),아파트,,입주예정,2026-08,,청약홈 APT 분양정보
경기도,,파주시,동패동,400-7,41480,경기도 파주시 파주운정3지구 주상복합 4블록(경기도 파주시 동패동 400-7번지 일원),파주 운정3지구 주상복합용지 4BL,파주 운정3지구 주상복합용지 4BL,,,파주 운정3지구 주상복합용지 4BL (사전청약),아파트,,입주예정,2026-08,,청약홈 APT 분양정보
경기도,,파주시,동패동,80-1,41480,경기도 파주시 동패동 산80-1번지 일원,파주 운정3지구 주상복합용지 5BL,파주 운정3지구 주상복합용지 5BL,,,파주 운정3지구 주상복합용지 5BL (사전청약),아파트,,입주예정,2027-05,,청약홈 APT 분양정보
경기도,,파주시,동패동,115-1,41480,경기도 파주시 동패동 산115-1번지 일원,파주 운정3지구 주상복합용지 6BL,파주 운정3지구 주상복합용지 6BL,,,파주 운정3지구 주상복합용지 6BL (사전청약),아파트,,입주예정,2027-05,,청약홈 APT 분양정보
경기도,,파주시,목동동,363,41480,경기도 파주시 운정3지구 A45블록(경기도 파주시 목동동 363번지 일원),제일풍경채 운정,제일풍경채 운정,,,,아파트,,입주예정,2027-04,,청약홈 APT 분양정보
경기도,,파주시,목동동,3,41480,경기도 파주시 목동동 일원 파주운정3 A20블록,파주운정3 지구 A20블록 공공분양주택,파주운정3 지구 A20블록 공공분양주택,,,파주운정3 지구 A20블록 공공분양주택(본청약),아파트,,입주예정,2027-08,,청약홈 APT 분양정보
경기도,,파주시,문산리,81-61,41480,경기도 파주시 문산읍 문산리 81-61번지 일원,문산역3차 동문 디 이스트 센트럴,문산역3차 동문 디 이스트 센트럴,,,,아파트,,분양권,2027-11,2026-06-24,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,파주시,서패동,432,41480,파주메디컬클러스터 도시개발구역 A2BL (경기도 파주시 서패동 432번지 일원),운정 아이파크 시티,운정 아이파크 시티,,,,아파트,,분양권,2028-12,2026-07-09,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,파주시,와동동,1471-2,41480,,힐스테이트더운정,힐스테이트더운정,,,,아파트,,분양권,,2026-06-05,국토교통부 분양권/입주권 실거래
경기도,,평택시,,,41220,경기도 평택시 고덕국제화계획지구 A-48블록,평택 고덕국제신도시 A48블록 금성백조 예미지,평택 고덕국제신도시 A48블록 금성백조 예미지,,,,아파트,,입주예정,2026-08,,청약홈 APT 분양정보
경기도,,평택시,가재동,가-,41220,,지제역반도체밸리풍경채어바니티,지제역반도체밸리풍경채어바니티,,,,아파트,,분양권,,2026-07-05,국토교통부 분양권/입주권 실거래
경기도,,평택시,갈곶리,239-60,41220,경기도 평택시 진위면 갈곶리 239-60번지 일원,진위역 서희스타힐스 더 파크뷰,진위역 서희스타힐스 더 파크뷰,,,진위역 서희스타힐스 더 파크뷰(3차),아파트,,분양권,2027-02,2026-07-12,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,평택시,고덕동,2394-2,41220,경기도 평택시 고덕동 2394-2,고덕국제신도시 서한이다음 그레이튼,고덕국제신도시 서한이다음 그레이튼,,,,아파트,,입주예정,2027-05,,청약홈 APT 분양정보
경기도,,평택시,고덕동,1858-2,41220,경기도 평택시 고덕동 1858-2,고덕 자연앤 하우스디(A4BL),고덕 자연앤 하우스디(A4BL),,,고덕 자연앤 하우스디(A4BL)(국민)|고덕 자연앤 하우스디(A4BL)(민영),아파트,,입주예정,2028-02,,청약홈 APT 분양정보
경기도,,평택시,공동,450-2,41220,경기도 평택시 가재지구 도시개발사업 공동 1BL,지제역 반도체밸리 쌍용더플래티넘,지제역 반도체밸리 쌍용더플래티넘,,,,아파트,,분양권,2027-01,2026-07-07,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,평택시,공동,BL-3BL,41220,경기도 평택시 가재지구 도시개발사업 공동 3BL (가재동),지제역 반도체밸리 해링턴 플레이스,지제역 반도체밸리 해링턴 플레이스,,,,아파트,,분양권,2027-02,2026-06-20,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,평택시,공동,,41220,경기도 평택시 브레인시티 일반산업단지 공동 10BL 공동주택용지,평택 브레인시티 10BL 앤네이처 미래도,평택 브레인시티 10BL 앤네이처 미래도,,,,아파트,,입주예정,2028-07,,청약홈 APT 분양정보
경기도,,평택시,공동,,41220,경기도 평택시 평택브레인시티 일반산업단지 공동 8BL,평택 브레인시티 수자인,평택 브레인시티 수자인,,,,아파트,,입주예정,2027-12,,청약홈 APT 분양정보
경기도,,평택시,운정리,150-1,41220,경기도 평택시 화양지구 6-2BL(경기도 평택시 현덕면 운정리 150-1번지 일원),평택 화양 동문 디 이스트,평택 화양 동문 디 이스트,,,,아파트,,분양권,2026-11,2026-04-22,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,평택시,장당동,산30-9,41220,,지제역 반도체밸리 제일풍경채 2블록,지제역 반도체밸리 제일풍경채 2블록,,,,아파트,,분양권,,2026-07-01,국토교통부 분양권/입주권 실거래
경기도,,평택시,장당동,683,41220,,평택석정공원화성파크드림,평택석정공원화성파크드림,,,,아파트,,분양권,,2026-07-14,국토교통부 분양권/입주권 실거래
경기도,,평택시,장안동,,41220,경기도 평택시 장안동 평택브레인시티 일반산업단지 공동6BL,브레인시티 메디스파크 로제비앙 모아엘가,브레인시티 메디스파크 로제비앙 모아엘가,,,,아파트,,입주예정,2028-05,,청약홈 APT 분양정보
경기도,,평택시,장안동,,41220,경기도 평택시 장안동 평택브레인시티 일반산업단지 공동4BL,브레인시티 비스타동원,브레인시티 비스타동원,,,,아파트,,입주예정,2028-12,,청약홈 APT 분양정보
경기도,,평택시,장안동,,41220,경기도 평택시 장안동 평택브레인시티 일반산업단지 공동3블럭,브레인시티 푸르지오,브레인시티 푸르지오,,,,아파트,,입주예정,2028-04,,청약홈 APT 분양정보
경기도,,평택시,장안동,,41220,경기도 평택시 장안동 평택브레인시티 일반산업단지 공동2BL,평택 브레인시티 2BL 대광로제비앙 모아엘가,평택 브레인시티 2BL 대광로제비앙 모아엘가,,,,아파트,,입주예정,2026-08,,청약홈 APT 분양정보
경기도,,평택시,장안동,,41220,경기도 평택시 장안동 평택브레인시티 일반산업단지 공동5BL,평택 브레인시티 5BL 대광로제비앙 그랜드센텀,평택 브레인시티 5BL 대광로제비앙 그랜드센텀,,,,아파트,,입주예정,2027-01,,청약홈 APT 분양정보
경기도,,평택시,장안동,,41220,경기도 평택시 장안동 평택브레인시티 일반산업단지 공동1BL,평택 브레인시티 중흥S-클래스,평택 브레인시티 중흥S-클래스,,,,아파트,,입주예정,2027-02,,청약홈 APT 분양정보
경기도,,평택시,장안동,,41220,경기도 평택시 장안동 평택브레인시티 일반산업단지 공동 7BL,평택 브레인시티 한신더휴,평택 브레인시티 한신더휴,,,,아파트,,입주예정,2028-01,,청약홈 APT 분양정보
경기도,,평택시,통복동,108-3,41220,경기도 평택시 통복동 108-3번지 일원,더 플래티넘 스카이헤론,더 플래티넘 스카이헤론,,,,아파트,,분양권,2028-06,2026-07-07,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,평택시,통복동,767,41220,,평택역경남아너스빌디아트,평택역경남아너스빌디아트,,,,아파트,,분양권,,2026-02-13,국토교통부 분양권/입주권 실거래
경기도,,평택시,팽성읍 송화리,123,41220,,더 플래티넘 파인애비뉴,더 플래티넘 파인애비뉴,,,,아파트,,분양권,,2025-12-10,국토교통부 분양권/입주권 실거래
경기도,,평택시,합정동,835,41220,경기도 평택시 합정동 835번지 일원,힐스테이트 평택역센트럴시티,힐스테이트 평택역센트럴시티,,,,아파트,,분양권,2028-01,2026-07-02,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,평택시,현덕면,BL-9-2BL,41220,경기도 평택시 현덕면 평택 화양지구 도시개발사업 9-2BL,평택 푸르지오 센터파인,평택 푸르지오 센터파인,,,,아파트,,분양권,2026-11,2026-07-13,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,평택시,현덕면 화양리,BL-2-1,41220,,e편한세상 평택 라씨엘로(2-1BL),e편한세상 평택 라씨엘로(2-1BL),,,힐스테이트 평택 화양|힐스테이트평택화양|e편한세상평택라씨엘로|e편한세상평택하이센트|평택화양휴먼빌퍼스트시티아파트,아파트,,분양권,,2026-07-14,국토교통부 분양권/입주권 실거래
경기도,,평택시,현덕면 화양리,BL-4,41220,,e편한세상 평택 하이센트(4BL),e편한세상 평택 하이센트(4BL),,,,아파트,,분양권,,2026-03-26,국토교통부 분양권/입주권 실거래
경기도,,평택시,현덕면 화양리,BL-7-1,41220,,평택화양 휴먼빌 퍼스트시티,평택화양 휴먼빌 퍼스트시티,,,,아파트,,분양권,,2026-02-03,국토교통부 분양권/입주권 실거래
경기도,,평택시,현덕면 화양리,BL-7-2,41220,,포레나 평택화양,포레나 평택화양,,,한화포레나평택화양,아파트,,분양권,,2026-06-22,국토교통부 분양권/입주권 실거래
경기도,,평택시,화양리,785,41220,경기도 평택시 화양지구 도시개발사업 9-1BL(경기도 평택시 현덕면 화양리 785번지 일원),신영지웰 평택화양,신영지웰 평택화양,,,,아파트,,분양권,2027-04,2026-05-26,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,평택시,화양리,산184-2,41220,경기도 평택시 현덕면 화양리 평택화양지구 8블록(A8BL 2LOT),평택화양 서희스타힐스 센트럴파크,평택화양 서희스타힐스 센트럴파크,,,평택화양 서희스타힐스 센트럴파크 2차,아파트,,분양권,2027-12,2026-07-10,국토교통부 분양권/입주권 실거래|청약홈 APT 분양정보
경기도,,하남시,천현동,130,41450,경기도 하남시 천현동 130 일원(하남교산지구 내 A-2블록),교산 푸르지오 더 퍼스트,교산 푸르지오 더 퍼스트,,,교산 푸르지오 더 퍼스트(본청약),아파트,,입주예정,2029-06,,청약홈 APT 분양정보
경기도,,화성시,,,41590,경기도 화성시 화성 동탄2지구 C28BL,화성 동탄2 주상복합용지 C28BL 리젠시빌란트,화성 동탄2 주상복합용지 C28BL 리젠시빌란트,,,화성 동탄2 주상복합용지 C28BL 리젠시빌란트(사전청약),아파트,,입주예정,2027-10,,청약홈 APT 분양정보
경기도,,화성시,,,41590,경기도 화성시 화성비봉 공공택지지구 B-1블록,화성 비봉지구 B1블록 금성백조 예미지2차,화성 비봉지구 B1블록 금성백조 예미지2차,,,,아파트,,입주예정,2027-10,,청약홈 APT 분양정보
경기도,,화성시,남양리,2198,41590,경기도 화성시 남양읍 남양리 2198 (남양뉴타운 B16BL),화성 남양뉴타운 우미 린 에듀하이,화성 남양뉴타운 우미 린 에듀하이,,,,아파트,,입주예정,2028-07,,청약홈 APT 분양정보
경기도,,화성시,산척동,746,41590,경기도 화성시 산척동 746번지 (화성동탄2 택지개발사업지구 A78BL),동탄 꿈의숲 자연앤 데시앙(A78BL),동탄 꿈의숲 자연앤 데시앙(A78BL),,,,아파트,,입주예정,2028-06,,청약홈 APT 분양정보
경기도,,화성시,산척동,749,41590,경기도 화성시 산척동 749번지 (화성동탄2 택지개발사업지구 A76-2BL),동탄 포레파크 자연앤 푸르지오(A76-2BL),동탄 포레파크 자연앤 푸르지오(A76-2BL),,,동탄 포레파크 자연앤 푸르지오(A76-2BL)(국민)|동탄 포레파크 자연앤 푸르지오(A76-2BL)(민영),아파트,,입주예정,2028-07,,청약홈 APT 분양정보
경기도,,화성시,신동,,41590,경기도 화성시 신동 동탄2택지개발지구(A57-2블럭),동탄신도시 금강펜테리움 7차 센트럴파크,동탄신도시 금강펜테리움 7차 센트럴파크,,,,아파트,,입주예정,2026-07,,청약홈 APT 분양정보
경기도,,화성시,신동,2,41590,경기도 화성시 동탄구 신동 화성동탄2 C-27블록,화성동탄2 C-27블록 공공분양주택,화성동탄2 C-27블록 공공분양주택,,,,아파트,473,입주예정,2029-06,,LH 청약플러스
경기도,,화성시,오산동,,41590,경기도 화성시 오산동 동탄2택지개발지구 C18BL,동탄2신도시 동탄역 대방 엘리움 더 시그니처(C18BL),동탄2신도시 동탄역 대방 엘리움 더 시그니처(C18BL),,,,아파트,,입주예정,2027-06,,청약홈 APT 분양정보
